time (s),dist (true),RSSI,median,low pass,dist est,A: -49,n: 2.5,window len: 5,alpha: 0.05
1.0,3.451540133346166,-72,-71.0,-71.0,7.5857757502918375
1.2,3.4526575565252284,-72,-71.0,-71.0,7.5857757502918375
1.4,3.4546494843598277,-71,-71.0,-71.0,7.5857757502918375
1.6,3.4546494843598277,-71,-71.0,-71.0,7.5857757502918375
1.8,3.4535058736164554,-71,-71.0,-71.0,7.5857757502918375
2.0,3.4521531397770113,-71,-72.0,-71.05,7.620790100254118
2.2,3.445472811095369,-72,-72.0,-71.09749999999998,7.654203420718413
2.4,3.4435594161173086,-71,-72.0,-71.14262499999998,7.686081761394615
2.6,3.435333697264567,-72,-72.0,-71.18549374999998,7.716489152304337
2.8,3.4337296488856657,-72,-72.0,-71.22621906249996,7.745487591045235
3.0,3.4336103421322473,-72,-72.0,-71.26490810937496,7.773137040232431
3.2,3.4302470390396613,-72,-70.0,-71.20166270390621,7.727989229939313
3.4,3.430363213930165,-72,-70.0,-71.1415795687109,7.685341721273279
3.6,3.432606103416434,-62,-68.0,-70.98450059027536,7.574954414151077
3.8,3.4339742735577428,-40,-70.0,-70.93527556076158,7.540688875742072
4.0,3.435785360340923,-70,-70.0,-70.8885117827235,7.508280194963964
4.2,3.4372157296370434,-70,-70.0,-70.84408619358732,7.477620972386918
4.4,3.4379874477757366,-68,-70.0,-70.80188188390795,7.448610679324907
4.6,3.4430747783124653,-70,-70.0,-70.76178778971256,7.421155155969309
4.8,3.445254256551454,-70,-70.0,-70.72369840022692,7.395166151836777
5.0,3.4441531648597112,-70,-69.0,-70.63751348021557,7.336696253227327
5.2,3.4482393902258544,-70,-69.0,-70.5556378062048,7.281578104419013
5.4,3.4497337060351456,-52,-69.0,-70.47785591589457,7.2295994567021085
5.6,3.461690159618481,-69,-70.0,-70.45396312009983,7.213707436089077
5.8,3.461690159618481,-39,-70.0,-70.43126496409484,7.198642374988989
6.0,3.461690159618481,-70,-70.0,-70.4097017158901,7.184359709431167
6.2,3.4618103242723985,-70,-70.0,-70.38921663009559,7.170817426015959
6.403,3.4618103242723985,-70,-70.0,-70.3697557985908,7.157975901677943
6.603,3.489140736556139,-70,-70.0,-70.35126800866126,7.1457977548359155
6.803,3.5192155605200113,-70,-70.0,-70.3337046082282,7.134247707003979
7.003,3.5500103370219267,-71,-70.0,-70.31701937781679,7.123292454023269
7.203,3.585953583173764,-70,-70.0,-70.30116840892595,7.1129005461500405
7.403,3.6333124625855144,-70,-70.0,-70.28610998847965,7.103042276304755
